:::::::selected points in the analysis::::::
81.472369 	  90.579194
12.698682 	  91.337586
63.235925 	  9.754040
27.849822 	  54.688152
95.750684 	  96.488854
15.761308 	  97.059278
95.716695 	  48.537565
80.028047 	  14.188634
42.176128 	  91.573553
79.220733 	  95.949243
65.574070 	  3.571168
84.912931 	  93.399325
67.873515 	  75.774013
74.313247 	  39.222702
65.547789 	  17.118669
70.604609 	  3.183285
27.692298 	  4.617139
9.713178 	  82.345783
69.482862 	  31.709948
95.022205 	  3.444608
43.874436 	  38.155846
76.551679 	  79.519990
18.687260 	  48.976440
44.558620 	  64.631301
70.936483 	  75.468668
27.602508 	  67.970268
65.509800 	  16.261174
11.899768 	  49.836405
95.974396 	  34.038573
58.526775 	  22.381194
75.126706 	  25.509512
50.595705 	  69.907672
89.090325 	  95.929143
54.721553 	  13.862444
14.929401 	  25.750825
84.071726 	  25.428218
81.428483 	  24.352497
92.926362 	  34.998377
19.659525 	  25.108386
61.604468 	  47.328885
